Run,Condition,Reference,Average,Min,Max,Total Oligos,Prcnt 0 Reads,Insertion Average,%InsA,%InsC,%InsT,%InsG,Deletion Average,%DelA,%DelC,%DelT,%DelG,Substitution Average,%Sub AtoC,%Sub AtoG,%Sub AtoT,%Sub CtoA,%Sub CtoG,%Sub CtoT,%Sub GtoA,%Sub GtoC,%Sub GtoT,%Sub TtoA,%Sub TtoC,%Sub TtoG
62,H12_DNAStablePCR_85_Run_62-report,id8,29.59,0,105,21601,0.08,0.0588,19.9575,17.3913,16.7065,45.9421,0.92,28.2126,27.3783,21.7961,23.679,0.7625,6.2792,8.209,10.073,19.0421,4.0827,9.0609,6.3184,3.7054,22.9585,4.6335,4.9689,2.7287
57,H4_DNAStablePCR_65_Run57-report,id8,0.02,0,3,21601,97.69,0.067,17.6471,14.7059,17.6471,50,0.5713,22.9203,29.7293,22.5513,25.379,1.3037,7.9264,7.9264,11.2993,15.5716,5.5254,7.5346,5.4315,5.5745,15.7228,10.2878,4.0887,4.4844
57,H4_DNAStablePCR_65_Run57-report,id15,0.02,0,2,7373,98.33,0.0565,14.2857,14.2857,28.5714,42.8571,0.6653,30.4588,18.4864,24.1528,27.2225,0.9556,4.8003,1.6001,4.8003,20.5154,3.1562,5.5234,3.5411,7.9676,5.3117,18.0655,20.4219,3.1418
60,H4_DNAStablePCR_65_Run_60-report,id15,0.01,0,2,7373,99.4,0,0,0,0,0,0.0667,66.2935,0,0,35.2886,1.0222,2.1157,0,2.1157,16.4322,0,2.054,9.0099,24.7771,13.5148,14.6891,16.7875,0
60,H4_DNAStablePCR_65_Run_60-report,id8,0.01,0,2,21601,99.5,0.0636,14.2857,0,57.1429,28.5714,0.6182,24.2333,27.5662,19.4163,29.5037,1.1182,4.4658,11.611,10.7178,17.9293,1.7929,4.4823,4.6603,4.6603,22.5247,12.1655,1.4312,4.2937
62,H4_DNAStablePCR_65_Run_62-report,id8,0.02,0,2,21601,98.5,0.04,28.5714,14.2857,35.7143,21.4286,0.4969,26.9101,26.0676,23.5424,23.9978,0.8015,9.1596,8.7432,7.9106,17.3734,2.8956,4.9638,5.4335,6.8824,19.9227,8.2782,5.6292,3.6424
62,H4_DNAStablePCR_65_Run_62-report,id15,0.01,0,2,7373,98.75,0.043,50,0,25,25,0.914,19.5987,21.5483,32.2431,26.534,0.6882,4.6475,1.5492,3.0983,28.9556,1.524,3.048,6.7914,3.3957,16.9786,10.4582,16.4343,2.988
57,H5_DNAStablePCR_65_Run57-report,id8,48.87,0,189,21601,0.07,0.0707,20.3062,16.9616,16.7098,46.0224,0.7532,28.2709,27.3089,21.7655,23.7408,0.9516,8.2244,8.072,11.9475,15.3866,4.8843,7.1743,4.9908,5.5944,16.8622,10.3348,4.6016,3.3112
57,H5_DNAStablePCR_65_Run57-report,id15,55.76,0,136,7373,1.82,0.0703,22.7093,20.0722,20.8389,36.3796,0.7517,24.935,23.8258,24.6966,26.7259,0.7709,4.1469,1.756,2.9862,16.4379,1.4584,3.2532,8.155,6.1305,8.4823,19.8179,24.5834,2.2683
60,H5_DNAStablePCR_65_Run_60-report,id8,18.1,0,79,21601,0.35,0.069,19.752,16.9968,16.652,46.5992,0.8106,28.2781,27.1618,21.7518,23.8715,0.788,7.6394,9.5089,12.0981,14.5169,4.924,8.7329,5.8043,4.7137,19.1848,6.0517,5.544,3.196
60,H5_DNAStablePCR_65_Run_60-report,id15,62.16,0,153,7373,1.67,0.0683,22.8741,19.993,20.6769,36.456,0.8081,24.9572,23.8397,24.6226,26.7685,0.5905,2.5526,2.2743,1.7784,17.9789,1.2185,4.4906,10.1132,4.5681,9.6671,11.9661,31.7765,1.2322
62,H5_DNAStablePCR_65_Run_62-report,id8,41.81,0,157,21601,0.13,0.0696,19.962,17.1365,16.5439,46.3577,0.7916,28.1521,27.3202,21.8904,23.6938,0.7191,7.9917,10.3824,12.6399,11.738,5.0672,9.6381,6.3082,4.3578,18.8629,5.3301,6.1524,3.4375
62,H5_DNAStablePCR_65_Run_62-report,id15,37.43,0,93,7373,1.79,0.0684,22.8914,19.9455,20.3858,36.7773,0.7992,25.0159,23.8546,24.5846,26.7297,0.4817,1.7435,2.5243,1.4923,14.3075,1.0681,5.6286,12.5101,3.3254,7.8449,9.0027,39.0848,0.9885
57,H6_DNAStablePCR_65_Run57-report,id8,56.23,0,197,21601,0.11,0.0709,20.1181,17.154,16.6258,46.1021,0.7531,28.2264,27.285,21.7771,23.7869,0.9487,8.4751,8.15,12.2896,15.1003,4.9515,7.1909,5.0452,5.5347,16.8134,9.8975,4.6756,3.3549
57,H6_DNAStablePCR_65_Run57-report,id15,42.95,0,114,7373,1.76,0.0692,22.9225,19.9683,20.6026,36.5066,0.7461,24.8762,23.9871,24.7551,26.544,0.7547,4.3846,1.8481,3.1221,16.1269,1.5535,3.2728,8.161,5.9256,8.2538,19.2024,25.1984,2.3859
60,H6_DNAStablePCR_65_Run_60-report,id8,21.83,0,85,21601,0.31,0.0715,20.3252,16.9936,16.6755,46.0027,0.7674,28.1907,27.2573,21.8662,23.7384,0.7547,8.3307,10.0936,12.835,12.2164,5.1962,9.1038,6.0508,4.7774,17.9276,6.0936,5.8905,3.398
60,H6_DNAStablePCR_65_Run_60-report,id15,42.54,0,111,7373,1.83,0.0708,22.933,19.598,20.9633,36.5057,0.7674,25.0743,23.8164,24.676,26.6067,0.5379,2.9218,2.5315,1.9216,15.0106,1.293,4.7929,11.09,4.4569,6.9488,11.8285,35.3497,1.2848
62,H6_DNAStablePCR_65_Run_62-report,id8,39.72,0,159,21601,0.12,0.07,19.931,17.1457,16.5039,46.4194,0.7733,28.2293,27.2681,21.828,23.7399,0.7154,8.1607,10.6128,12.9028,11.2364,5.0925,9.668,6.3687,4.4118,18.3961,5.3091,6.2555,3.5119
62,H6_DNAStablePCR_65_Run_62-report,id15,48.78,0,140,7373,1.82,0.0682,22.753,20.2573,20.3746,36.6152,0.784,25.1159,23.9478,24.5759,26.5248,0.4711,1.7387,2.7674,1.5226,13.5278,1.0917,5.6391,12.7759,3.3417,7.0668,9.0319,39.9964,0.9874
57,H7_DNAStablePCR_75_Run57-report,id8,45.88,0,189,21601,0.09,0.0672,20.5429,17.2815,16.7943,45.3813,0.8485,28.1222,27.4152,21.8294,23.7025,0.9944,7.7251,7.3311,11.2256,18.2582,4.5549,6.9333,5.0238,5.1736,18.3336,9.6441,4.242,3.0894
57,H7_DNAStablePCR_75_Run57-report,id15,47.06,0,123,7373,1.45,0.0658,22.7627,19.9879,21.1715,36.0779,0.8599,24.9765,23.8728,24.7129,26.6096,0.8409,3.9619,1.5599,2.9522,19.3653,1.4597,3.321,7.7873,5.6426,11.9656,18.2386,21.3083,2.2189
60,H7_DNAStablePCR_75_Run_60-report,id15,51.89,0,143,7373,1.49,0.067,22.4126,19.8136,20.9071,36.8666,0.8501,25.0314,23.7415,24.5561,26.8701,0.6129,2.7341,2.2326,1.8077,19.6224,1.1814,4.4942,9.7429,4.2682,11.3911,11.4113,29.5883,1.2674
60,H7_DNAStablePCR_75_Run_60-report,id8,12.9,0,49,21601,0.5,0.0693,20.2488,17.582,16.3229,45.8463,0.8476,28.2698,27.2682,21.7527,23.7865,0.8025,7.4739,9.2601,11.77,16.1311,4.8566,8.729,5.7597,4.4295,19.4872,5.7191,5.381,3.0791
62,H7_DNAStablePCR_75_Run_62-report,id15,54.26,0,150,7373,1.21,0.0624,22.6683,20.1072,20.5956,36.6289,0.9405,25.1948,23.9593,24.3521,26.6747,0.5905,1.4128,2.0875,1.3026,21.594,0.9082,5.392,10.7677,2.6613,16.5295,7.3285,29.4301,0.8119
62,H7_DNAStablePCR_75_Run_62-report,id8,40.09,0,149,21601,0.06,0.0601,20.7233,17.124,16.6623,45.4905,0.9195,28.1248,27.3521,21.8519,23.7227,0.7109,6.6799,8.8219,10.7861,17.7322,4.3484,9.0379,6.2952,3.7769,21.5834,4.792,5.2722,2.9334
57,H8_DNAStablePCR_75_Run57-report,id15,0.01,0,2,7373,99.12,0.0606,50,0,0,50,0.2576,35.2526,17.1038,17.1559,31.3414,1.1667,8.8503,1.2643,10.1147,18.4028,4.9074,0,1.3489,5.3955,5.3955,20.9201,17.2283,4.9224
57,H8_DNAStablePCR_75_Run57-report,id8,0.02,0,2,21601,98.54,0.0554,22.2222,16.6667,27.7778,33.3333,0.4066,27.2892,24.9908,26.3842,21.5007,1.3054,8.2831,7.2477,13.9777,21.1869,4.7082,4.9698,5.4009,6.076,14.1774,8.8298,4.1069,3.2855
60,H8_DNAStablePCR_75_Run_60-report,id15,0.01,0,2,7373,99.43,0.0698,0,0,33.3333,66.6667,1.3488,23.4832,30.7549,18.2787,27.9453,0.9651,0,0,0,25.3509,0,0,10.0516,7.5387,17.5904,20.1722,15.6895,4.4827
60,H8_DNAStablePCR_75_Run_60-report,id8,0.01,0,2,21601,99.3,0.0658,20,10,10,60,1.4737,28.1567,24.0994,22.6592,25.6114,1.1513,10.749,6.3229,8.2198,24.5519,5.0363,4.4067,2.1855,4.371,17.4841,9.5012,3.0004,6.0008
62,H8_DNAStablePCR_75_Run_62-report,id15,0.03,0,2,7373,97.19,0.0745,25,18.75,18.75,37.5,0.8365,29.842,23.5221,20.8126,25.9761,0.6947,1.992,1.992,1.328,21.1174,1.9798,3.9595,14.5753,2.1863,9.4739,13.1022,26.8595,1.3102
62,H8_DNAStablePCR_75_Run_62-report,id8,0.04,0,2,21601,96.01,0.0892,22.619,14.2857,23.8095,39.2857,0.8905,29.0911,28.05,21.7732,22.3709,0.8198,7.2361,8.8944,10.5526,18.6648,5.1178,9.6334,5.1692,3.6185,18.0923,7.0364,5.1282,3.1008
57,H9_DNAStablePCR_75_Run57-report,id8,41.18,0,163,21601,0.12,0.0677,20.476,16.8324,16.8653,45.8264,0.8178,28.2591,27.252,21.8812,23.6671,1.018,7.717,7.1956,11.2821,18.933,4.5476,6.7972,4.858,5.0936,18.6917,9.3892,4.1075,3.0201
57,H9_DNAStablePCR_75_Run57-report,id15,58.22,0,156,7373,1.59,0.0661,23.0031,20.2337,20.2302,36.533,0.8321,25.1823,23.8516,24.4887,26.6582,0.8615,3.9674,1.6058,3.0135,19.6067,1.4579,3.2636,7.7195,5.5468,12.6159,17.8339,21.0341,2.1609
60,H9_DNAStablePCR_75_Run_60-report,id8,30.48,0,114,21601,0.19,0.0702,20.1411,17.3191,17.0373,45.5025,0.7757,28.2404,27.2948,21.8298,23.701,0.7841,7.8595,9.5369,12.1427,14.7954,5.0528,8.7168,5.7581,4.686,18.5361,6.095,5.5285,3.2808
60,H9_DNAStablePCR_75_Run_60-report,id15,47.92,0,120,7373,1.64,0.0669,22.8644,19.9599,20.1519,37.0237,0.7767,24.9845,23.8877,24.6769,26.6245,0.5894,2.8378,2.2968,1.9242,17.8944,1.234,4.5331,10.2462,4.4647,9.3545,11.9505,31.5727,1.2963
62,H9_DNAStablePCR_75_Run_62-report,id8,40.45,0,160,21601,0,0.0431,20.9741,16.9954,17.0006,45.0299,0.858,28.3038,27.3226,21.7772,23.6561,0.594,5.572,7.4718,9.1916,22.7069,3.7033,8.3633,6.0773,3.288,24.5368,4.2561,4.5695,2.4649
62,H9_DNAStablePCR_75_Run_62-report,id15,49.88,0,125,7373,0.56,0.0484,23.1058,19.715,21.1564,36.0228,1.0805,25.7045,23.7918,24.1079,26.5718,0.5796,1.2322,1.8839,1.1502,25.428,0.7692,5.2195,9.8575,2.4345,21.2855,6.6333,24.1289,0.6986
54,A1_Imagene_65_Run54-report,id8,51.22,0,184,21601,0.06,0.0693,20.1613,17.3048,16.9358,45.5929,0.6186,28.4126,27.1779,21.7544,23.7461,1.9839,10.7942,4.7136,15.6377,13.7492,8.5008,3.3802,2.4288,6.6223,15.237,9.9251,2.521,7.8748
54,A1_Imagene_65_Run54-report,id15,23.78,0,63,7373,1.89,0.0676,22.5421,20.1599,20.0253,37.2643,0.6258,25.0014,23.9493,24.5313,26.6987,1.2149,7.7026,1.3467,9.8009,11.1159,5.4938,1.7398,4.8085,8.2839,10.5166,15.1908,16.2591,7.4805
54,A10_Imagene_shippingcontrol_Run54-report,id15,14.64,0,39,7373,2.12,0.0661,22.8065,19.9696,19.7066,37.5035,0.6487,25.2634,23.8426,24.353,26.7319,1.1116,6.3909,1.27,9.5483,11.6192,5.3733,1.8513,5.2841,7.9864,11.4327,14.937,17.6264,6.5104
54,A10_Imagene_shippingcontrol_Run54-report,id8,30.33,0,114,21601,0.18,0.069,19.9996,16.9401,16.8174,46.2386,0.6452,28.3942,27.3306,21.7556,23.6306,1.7773,10.0263,4.8749,15.6917,13.6908,8.1123,3.8004,2.6388,6.793,16.0769,9.8018,2.7159,7.1296
54,A11_Imagene_shippingcontrol_Run54-report,id8,35.63,0,124,21601,0.17,0.0687,20.1246,17.0685,16.7599,46.0452,0.645,28.49,27.2345,21.7785,23.6052,1.8943,10.282,4.6981,15.6669,13.8159,8.2117,3.5498,2.5532,6.9686,15.4747,10.2946,2.5307,7.2727
54,A11_Imagene_shippingcontrol_Run54-report,id15,17.1,0,47,7373,2.1,0.0649,22.4976,20.0798,19.9105,37.5121,0.6513,25.4766,23.9286,24.1516,26.6254,1.191,6.7792,1.2567,10.2048,11.1677,5.6552,1.7788,4.8026,8.2643,11.3691,15.4996,16.2175,6.828
54,A12_Imagene_shippingcontrol_Run54-report,id8,32.44,0,135,21601,0.14,0.0665,20.1409,16.841,16.8517,46.1601,0.7165,28.4252,27.2279,21.7523,23.6924,1.7737,10.2722,4.8558,15.553,13.6434,8.2834,3.6674,2.6032,6.7753,15.634,9.995,2.6736,7.3711
54,A12_Imagene_shippingcontrol_Run54-report,id15,16.72,0,46,7373,2.02,0.0624,22.2179,20.318,20.5377,36.9265,0.7226,25.1344,23.8027,24.5389,26.7095,1.0955,6.9037,1.4056,9.8862,11.1592,5.5135,1.9411,5.1064,7.8862,10.8884,15.0757,17.207,6.7865
54,A2_Imagene_65_Run54-report,id15,26.12,0,78,7373,1.84,0.0642,22.8416,19.5991,19.5512,38.0081,0.6126,24.9573,23.6647,24.6774,26.9026,1.1996,7.1712,1.3372,10.141,11.2303,5.6453,1.7725,4.8954,8.0122,11.0274,15.1503,16.279,7.118
54,A2_Imagene_65_Run54-report,id8,52.83,0,176,21601,0.08,0.0687,20.0693,17.2496,16.9587,45.7199,0.6206,28.4237,27.2319,21.7354,23.7107,1.9646,10.461,4.6682,15.5551,13.894,8.3463,3.443,2.4572,6.827,15.5389,10.0958,2.5072,7.5432
54,A3_Imagene_65_Run54-report,id15,27.68,0,73,7373,1.98,0.066,23.0786,20.1113,19.5772,37.2329,0.6124,25.1249,23.6551,24.5005,26.925,1.2574,7.4859,1.3328,10.1696,11.3254,5.7026,1.691,4.6342,8.2983,11.0719,15.3015,15.5939,7.2078
54,A3_Imagene_65_Run54-report,id8,56.64,0,213,21601,0.09,0.0695,20.1026,17.1761,17.2017,45.5138,0.6186,28.5588,27.2374,21.7753,23.547,2.0715,10.6586,4.6351,15.6104,14.0797,8.4661,3.2765,2.3498,6.8033,15.1863,10.1759,2.4429,7.6934
54,A4_Imagene_75_Run54-report,id15,23.51,0,61,7373,1.9,0.0666,22.5715,19.9879,19.764,37.6765,0.6158,25.0816,23.9186,24.2852,26.9206,1.0579,6.2919,1.3664,9.5096,11.171,5.2298,2.0335,5.3566,8.0314,11.0684,15.1476,18.4629,6.1364
54,A4_Imagene_75_Run54-report,id8,52.95,0,185,21601,0.11,0.0705,19.9521,17.2576,16.9038,45.8816,0.6153,28.4357,27.2549,21.7458,23.6705,1.7218,9.9838,5.0992,15.7284,13.3489,8.0725,3.8853,2.721,6.7758,15.9826,9.8711,2.7793,7.0858
54,A5_Imagene_75_Run54-report,id8,57.52,0,235,21601,0.13,0.0704,20.3741,17.3984,16.6392,45.5838,0.6203,28.4126,27.3223,21.7465,23.6311,1.8638,10.539,4.8862,15.7372,13.3817,8.3924,3.6302,2.5341,6.669,15.4662,9.868,2.6458,7.6185
54,A5_Imagene_75_Run54-report,id15,28.87,0,78,7373,1.97,0.0659,22.6543,19.5005,20.0714,37.7667,0.625,25.1581,23.9185,24.3643,26.7489,1.1475,7.1161,1.3358,9.8812,10.8677,5.4813,1.8232,5.0802,8.0017,10.7146,15.1149,17.1264,7.2081
54,A6_Imagene_75_Run54-report,id8,47.59,0,168,21601,0.13,0.0675,20.1973,17.0865,16.8727,45.8292,0.6941,28.4085,27.2111,21.7953,23.6753,1.7208,10.4474,5.0504,15.6744,13.214,8.2305,3.8432,2.6382,6.624,15.6939,9.6416,2.784,7.5219
54,A6_Imagene_75_Run54-report,id15,21.75,0,62,7373,1.93,0.0639,22.1855,20.035,19.8696,37.9099,0.7136,25.1768,23.8135,24.3646,26.8468,1.0784,6.9084,1.3729,9.8249,10.9544,5.4128,1.8656,5.1556,7.8676,10.8344,14.8318,17.8394,6.8881
54,A7_Imagene_85_Run54-report,id8,49.3,0,172,21601,0.14,0.0691,20.0842,17.3168,16.9484,45.6479,0.6587,28.408,27.2753,21.8399,23.5751,1.7399,10.3456,5.0158,15.7673,13.328,8.1661,3.8216,2.6352,6.6932,15.7153,9.7871,2.7449,7.3503
54,A7_Imagene_85_Run54-report,id15,23.87,0,69,7373,1.99,0.0658,22.9077,20.0894,20.3385,36.6644,0.6568,24.9508,23.8571,24.6088,26.7728,1.0716,6.6107,1.4272,9.7107,10.8569,5.2077,1.9233,5.3226,7.9807,10.7711,15.048,18.167,6.7417
54,A8_Imagene_85_Run54-report,id15,26.59,0,73,7373,1.87,0.0635,21.944,19.9825,19.4482,38.6173,0.7194,24.9552,23.8974,24.4711,26.8756,1.059,6.5469,1.3026,9.9193,10.8348,5.4102,1.9439,5.2609,7.8651,10.9136,14.9895,18.1228,6.6588
54,A8_Imagene_85_Run54-report,id8,53.09,0,195,21601,0.13,0.0678,20.1536,17.3839,16.5981,45.8568,0.7108,28.3705,27.2977,21.7654,23.6669,1.6567,10.1864,5.1121,15.8691,12.8825,8.0756,3.9502,2.7284,6.8041,15.8528,9.7415,2.8339,7.2789
54,A9_Imagene_85_Run54-report,id8,51.72,0,197,21601,0.09,0.0677,20.3131,17.1057,16.9613,45.616,0.6965,28.4243,27.2995,21.7382,23.6483,1.7781,10.1866,4.9111,15.509,13.719,8.0942,3.6871,2.6302,6.945,15.7402,10.1203,2.6565,7.1164
54,A9_Imagene_85_Run54-report,id15,25.95,0,75,7373,1.82,0.0634,22.4389,20.2508,19.6853,37.6168,0.704,25.0376,23.9455,24.4945,26.7055,1.093,6.4142,1.3182,9.7544,11.0992,5.4312,1.967,5.1616,7.949,11.2742,15.2468,17.608,6.5708
54,C1_Sugars_65_Run54-report,id8,65.35,0,232,21601,0.06,0.0657,19.8747,17.287,16.4832,46.3519,0.835,28.42,27.3042,21.7675,23.6156,1.2679,9.5024,6.0132,16.2679,11.6586,7.4746,5.0302,3.228,6.324,17.2013,8.7337,3.4495,6.5039
54,C1_Sugars_65_Run54-report,id15,47.73,0,128,7373,1.78,0.0622,22.4878,20.1566,19.5274,37.8282,0.8485,25.1634,23.9545,24.276,26.8006,0.834,4.8486,1.4181,8.9702,11.0941,4.472,2.5237,6.5172,6.7368,11.3419,14.2209,22.6426,4.9994
54,C10_Trehalose_65_Run54-report,id8,53.02,0,187,21601,0.1,0.067,20.0163,17.4831,16.6197,45.8732,0.7301,28.3696,27.3467,21.7702,23.6206,1.7813,10.1157,4.8787,15.7473,13.6556,8.1378,3.7969,2.7075,6.6925,15.9807,9.7799,2.6508,7.2252
54,C10_Trehalose_65_Run54-report,id15,25.21,0,75,7373,1.98,0.0636,22.313,20.0303,20.0556,37.6011,0.7503,25.0339,23.8764,24.487,26.7948,1.159,6.7426,1.3147,9.743,12.1359,5.2535,2.0082,5.1435,8.0717,11.3658,15.0673,16.3293,6.6567
54,C11_Trehalose_65_Run54-report,id15,29.12,0,81,7373,1.86,0.0631,22.5847,19.8883,20.1749,37.3521,0.7004,24.969,23.8117,24.4621,26.9671,1.2128,6.5492,1.3194,9.7362,12.4052,5.3784,2.1259,5.1062,7.8797,11.7886,15.0446,16.011,6.5065
54,C11_Trehalose_65_Run54-report,id8,58.88,0,207,21601,0.09,0.0685,20.0805,17.0475,16.9285,45.9366,0.692,28.4299,27.2467,21.7301,23.6983,1.8202,9.8879,4.8118,15.7885,13.7118,8.0029,3.9046,2.7677,6.754,16.216,9.8023,2.6425,7.0588
54,C12_Trehalose_65_Run54-report,id15,28.54,0,79,7373,1.9,0.0645,22.328,20.3135,20.3502,37.001,0.6708,25.1798,23.8663,24.5382,26.5877,1.1975,7.2036,1.3712,9.6947,12.0077,5.3479,1.9348,4.9636,7.9669,11.2573,14.9149,16.2318,6.9036
54,C12_Trehalose_65_Run54-report,id8,62.42,0,226,21601,0.07,0.0691,20.0778,16.848,17.0033,46.056,0.6478,28.3913,27.3041,21.7609,23.6501,1.8735,10.2672,4.8338,15.5792,13.7964,8.2668,3.6962,2.6065,6.6521,15.8587,9.8312,2.6067,7.3795
54,C2_Sugars_65_Run54-report,id15,36.03,0,100,7373,1.74,0.0626,22.1924,19.9761,20.0478,37.7838,0.8051,25.2622,23.9162,24.2631,26.7499,0.9625,5.6533,1.3508,9.2426,11.9014,4.7944,2.3793,6.003,7.2419,11.7455,14.4645,19.5239,5.5529
54,C2_Sugars_65_Run54-report,id8,71.49,0,248,21601,0.04,0.0648,19.9836,17.1075,16.5191,46.378,0.7792,28.3785,27.3293,21.7714,23.6231,1.4566,9.5446,5.372,15.7881,12.9876,7.6329,4.4966,3.0677,6.5617,16.7738,9.4205,3.0386,6.6464
54,C3_Sugars_65_Run54-report,id8,89.02,0,296,21601,0.03,0.0628,19.8416,17.147,16.488,46.5169,0.8797,28.3841,27.3106,21.7578,23.6472,1.4128,9.5085,5.4108,15.8529,12.8782,7.7083,4.5666,3.1002,6.4921,16.88,9.2651,3.0752,6.6177
54,C3_Sugars_65_Run54-report,id15,49.95,0,136,7373,1.75,0.0586,22.3762,20.3345,19.4185,37.8617,0.9106,25.2107,23.897,24.2562,26.8354,0.9357,5.4772,1.3686,9.2862,11.7412,4.7928,2.4906,6.1043,7.2457,11.7359,14.4004,19.7399,5.4812
54,C4_Sugars_75_Run54-report,id8,66.8,0,219,21601,0.07,0.0633,19.9422,17.2014,16.628,46.2175,0.8638,28.3935,27.2995,21.7513,23.6556,1.4228,9.5721,5.4212,15.9511,12.8779,7.745,4.3801,2.9699,6.5466,16.6781,9.4122,3.037,6.7486
54,C4_Sugars_75_Run54-report,id15,35.66,0,95,7373,1.79,0.0597,22.8233,19.9798,19.2674,37.9169,0.8915,25.2534,23.9034,24.2325,26.8071,0.9263,5.6863,1.3723,9.3028,11.5078,4.8598,2.2414,5.8948,7.3716,11.4088,14.7039,19.853,5.6222
54,C5_Sugars_75_Run54-report,id8,69.44,0,227,21601,0.06,0.0647,20.0366,17.0693,16.473,46.415,0.8393,28.3138,27.2678,21.8037,23.6969,1.4822,9.7627,5.4088,15.8628,12.9415,7.7647,4.4701,3.01,6.3503,16.7991,9.1188,3.0035,6.9053
54,C5_Sugars_75_Run54-report,id15,36.7,0,93,7373,1.72,0.0617,22.4189,20.045,19.9917,37.5444,0.8534,25.2534,23.9275,24.3004,26.7056,0.982,5.8298,1.4191,9.3687,11.9583,4.8756,2.3748,5.8824,7.1554,11.5858,14.3507,19.1471,5.8652
54,C6_Sugars_75_Run54-report,id8,59.26,0,215,21601,0.06,0.0659,19.6961,17.3875,16.6899,46.2124,0.7948,28.3443,27.3039,21.7649,23.6815,1.4832,9.9187,5.4017,15.8064,12.8087,7.7967,4.3974,2.981,6.4646,16.5042,9.2774,3.0339,6.9732
54,C6_Sugars_75_Run54-report,id15,30.2,0,77,7373,1.83,0.0626,22.2964,19.9517,19.973,37.7718,0.8165,25.1636,23.8717,24.4123,26.7414,0.96,5.8643,1.3716,9.3149,11.5456,4.9202,2.2091,5.9118,7.3788,11.218,14.6526,19.447,5.9733
54,C7_Sugars_85_Run54-report,id8,65.92,0,227,21601,0.06,0.0653,20.0096,16.8821,16.7588,46.3453,0.7914,28.3093,27.2398,21.812,23.715,1.523,9.8873,5.3389,15.9348,12.9376,7.9569,4.2308,2.8727,6.4994,16.3951,9.4135,2.9595,6.9571
54,C7_Sugars_85_Run54-report,id15,31.92,0,84,7373,1.83,0.0631,22.8467,19.8946,20.1175,37.1276,0.8281,25.1216,23.8908,24.4416,26.734,0.999,6.2719,1.3762,9.4561,11.6354,5.028,2.1199,5.5245,7.4726,11.1093,14.7806,18.9715,6.0209
54,C8_Sugars_85_Run54-report,id15,37.86,0,115,7373,1.79,0.064,22.5098,20.5689,19.0296,37.8751,0.7886,25.0303,24.0087,24.3742,26.7776,1.0487,5.9418,1.3385,9.446,12.1755,5.0415,2.2866,5.6383,7.5142,11.6866,14.5664,18.2584,5.9457
54,C8_Sugars_85_Run54-report,id8,69.22,0,242,21601,0.09,0.0667,19.9428,16.9401,16.7226,46.3865,0.7782,28.4004,27.2817,21.7909,23.6273,1.5572,9.7157,5.2815,15.863,13.007,7.7741,4.3606,2.9786,6.5062,16.7193,9.2355,2.9772,6.9402
54,C9_Sugars_85_Run54-report,id15,25.07,0,71,7373,1.76,0.0632,22.6772,20.0786,19.8308,37.4049,0.7845,25.1243,23.9334,24.3389,26.7972,1.0392,6.19,1.2922,9.6097,11.7851,5.0706,2.0952,5.482,7.675,11.4164,14.9748,18.1818,6.0491
54,C9_Sugars_85_Run54-report,id8,53.41,0,186,21601,0.09,0.0662,19.9078,17.2467,16.8429,45.9947,0.7776,28.3868,27.315,21.7849,23.6146,1.5971,9.7944,5.1604,15.8277,13.1909,7.9012,4.0613,2.8155,6.7562,16.3203,9.7822,2.8335,6.8761
54,D1_Trehalose_75_Run54-report,id8,57.13,0,194,21601,0.07,0.0678,20.0903,17.0144,16.5298,46.3584,0.7268,28.451,27.2883,21.6932,23.6841,1.528,9.6384,5.3232,15.9228,13.0222,7.7467,4.4425,2.9768,6.5061,16.8693,9.2224,3.0047,6.7155
54,D1_Trehalose_75_Run54-report,id15,26.79,0,67,7373,1.89,0.0641,22.1764,20.2015,19.7573,37.8173,0.7458,25.0686,23.8082,24.4567,26.8677,1.0234,5.7742,1.3659,9.4535,12.1968,4.937,2.2526,5.6564,7.4446,11.7904,14.4204,18.7527,5.793
54,D10_Filterpaper_75_Run54-report,id8,64.19,0,217,21601,0.08,0.068,20.1869,17.0266,16.7588,46.0246,0.694,28.4755,27.2629,21.6997,23.6782,1.7625,9.9497,4.8653,15.6642,13.7309,8.0226,3.781,2.6792,6.9348,16.0747,9.975,2.6672,6.9798
54,D10_Filterpaper_75_Run54-report,id15,29.25,0,83,7373,1.86,0.0645,22.5007,19.7664,19.8377,37.8952,0.7247,25.1409,23.7185,24.474,26.867,1.1549,6.453,1.2701,9.975,11.67,5.4555,1.8855,4.9781,8.1758,11.5954,15.2506,16.7007,6.4322
54,D11_Filterpaper_75_Run54-report,id8,53.2,0,182,21601,0.09,0.0685,20.1626,17.1443,16.9505,45.7325,0.6512,28.4167,27.2473,21.7957,23.6385,1.9462,9.9369,4.603,15.6739,14.1593,8.2031,3.5637,2.5395,6.9522,16.0732,10.0688,2.521,7.0476
54,D11_Filterpaper_75_Run54-report,id15,23.06,0,63,7373,2.08,0.0651,22.8755,19.8681,20.5635,36.6929,0.6623,25.0026,23.7565,24.5937,26.8447,1.3145,6.8207,1.2809,10.127,12.4479,5.5623,1.8011,4.6766,8.3405,11.8826,15.3476,14.9095,6.67
