Run,Condition,Reference,Average,Min,Max,Total Oligos,Prcnt 0 Reads,Insertion Average,%InsA,%InsC,%InsT,%InsG,Deletion Average,%DelA,%DelC,%DelT,%DelG,Substitution Average,%Sub AtoC,%Sub AtoG,%Sub AtoT,%Sub CtoA,%Sub CtoG,%Sub CtoT,%Sub GtoA,%Sub GtoC,%Sub GtoT,%Sub TtoA,%Sub TtoC,%Sub TtoG
59,A1_Imagene_65_R59-report,id8,36.31,0,142,21601,0.2,0.0681,20.2189,16.9239,16.4304,46.4249,0.6481,28.3932,27.2753,21.741,23.6939,1.2421,8.4754,6.6402,12.9179,12.0759,6.0163,5.6774,3.7002,4.5652,16.7611,5.361,12.3459,5.8498
59,A1_Imagene_65_R59-report,id15,18.57,0,50,7373,1.99,0.0647,21.9551,19.6742,19.764,38.6067,0.645,25.0703,23.8924,24.5665,26.6477,0.6192,7.2008,7.246,4.8418,9.7221,3.3617,3.776,9.0369,4.0198,10.5717,5.9755,30.5748,3.4188
60,A1_Imagene_65_Run_60-report,id8,101.27,0,345,21601,0.03,0.0691,19.9498,16.8663,16.4816,46.7022,0.6513,28.3972,27.2728,21.7565,23.6759,1.2336,10.1619,6.996,13.7459,15.9616,6.7398,5.1021,3.3473,5.2844,17.3891,7.5882,3.6606,5.9405
60,A1_Imagene_65_Run_60-report,id15,51.3,0,141,7373,1.68,0.0652,22.9315,19.9992,19.5648,37.5045,0.6447,24.9819,23.8982,24.4953,26.8192,0.6702,5.3285,1.9598,6.3491,12.2902,3.5883,2.9399,7.8587,5.0894,11.2128,9.7623,28.7431,4.5846
62,A1_Imagene_65_Run_62-report,id15,20.55,0,65,7373,1.95,0.0652,22.7488,19.9316,19.3983,37.9213,0.6576,25.1495,23.8444,24.3714,26.8339,0.5326,4.1672,2.1619,4.6649,10.0978,3.3147,3.6462,10.1267,4.67,10.1775,7.5085,35.7718,3.4401
62,A1_Imagene_65_Run_62-report,id8,41.75,0,147,21601,0.13,0.069,20.0571,17.029,16.3469,46.5655,0.6557,28.3635,27.303,21.7394,23.6986,1.0322,9.4697,7.881,14.06,13.8744,6.643,6.1768,3.8426,4.9848,18.9846,6.2934,4.2817,5.4343
57,A1_Imagene_65_Run57-report,id15,26.09,0,72,7373,2.08,0.0652,22.4763,20.4589,19.7864,37.2785,0.6503,25.0903,23.8266,24.4387,26.8422,1.0844,7.5537,1.7948,10.1123,12.2783,4.7334,1.8942,5.3616,5.3087,11.3627,13.427,17.9242,7.8324
57,A1_Imagene_65_Run57-report,id8,51.99,0,185,21601,0.1,0.0698,20.0996,17.0799,16.602,46.2184,0.6343,28.3745,27.2407,21.806,23.67,1.7374,11.6518,5.8665,15.4779,15.2088,7.095,3.7203,2.8095,5.0875,14.9502,9.6814,2.6319,7.5762
62,A10_Imageneshippingcontrol_na_Run_62-report,id15,3.18,0,14,7373,7.81,0.0628,23.6986,20.6164,18.1507,37.5342,0.6614,24.9688,23.743,24.4696,27.0358,0.5035,3.8002,2.0494,4.829,9.7575,2.2825,3.7987,10.3501,3.7512,9.8481,7.7901,38.0217,3.3491
62,A10_Imageneshippingcontrol_na_Run_62-report,id8,6.03,0,27,21601,1.84,0.069,19.7656,17.7009,15.8259,46.7076,0.6886,27.9622,27.5108,21.8378,23.7564,0.9699,9.5985,8.19,14.2255,13.1802,6.0763,6.3261,3.9728,4.7239,19.2794,6.3625,4.6164,5.2805
62,A11_Imageneshippingcontrol_na_Run_62-report,id8,5.6,0,24,21601,2.21,0.069,20.276,16.9615,15.9472,46.8153,0.6847,28.29,27.3944,21.8187,23.5965,1.01,9.6493,7.9201,14.3854,13.8994,6.1612,6.2195,3.8205,4.7281,18.9307,6.5266,4.3313,5.3578
62,A11_Imageneshippingcontrol_na_Run_62-report,id15,2.92,0,14,7373,9.47,0.0632,24.876,18.3558,20.6237,36.1446,0.6745,24.6007,23.9906,24.6411,26.9692,0.5331,4.4279,2.253,5.0865,9.8573,2.2662,3.5272,9.8692,4.0772,9.9359,7.7822,36.646,3.9166
62,A12_Imageneshippingcontrol_na_Run_62-report,id8,4.49,0,24,21601,3.89,0.0671,19.5186,17.6207,15.584,47.2767,0.7506,28.5899,26.8969,21.9044,23.6712,0.9701,9.5166,8.1382,14.047,13.9349,6.1033,6.2453,3.8698,4.6248,18.978,6.5727,4.3489,5.4947
62,A12_Imageneshippingcontrol_na_Run_62-report,id15,2.55,0,12,7373,11.65,0.0655,21.615,20.0653,21.044,37.2757,0.7008,25.2232,23.6957,24.5446,26.7223,0.501,4.3066,2.4383,4.7605,9.4947,2.7113,3.48,10.2964,3.761,10.5634,7.5209,37.045,3.3046
59,A2_Imagene_65_R59-report,id8,29.77,0,105,21601,0.22,0.0688,19.6038,16.8087,16.3713,47.2161,0.6498,28.3757,27.3159,21.793,23.6187,1.212,8.4871,6.7546,13.0311,11.5971,5.9409,5.8043,3.7869,4.4337,16.4607,5.4295,12.6716,5.9252
59,A2_Imagene_65_R59-report,id15,16.34,0,57,7373,2.02,0.0642,23.1667,20.2564,18.4744,38.1026,0.6325,25.1005,23.7728,24.6285,26.6802,0.5988,7.2751,7.0512,4.8892,9.177,3.2181,3.9234,9.2929,3.77,10.1686,5.9017,31.4883,3.5544
60,A2_Imagene_65_Run_60-report,id8,83.87,0,300,21601,0.05,0.0682,20.2634,17.2323,16.3934,46.11,0.6468,28.3828,27.3221,21.7836,23.6163,1.2426,10.0572,6.8776,13.7419,16.0898,6.6195,5.0753,3.3622,5.328,17.3946,7.8526,3.637,5.8328
60,A2_Imagene_65_Run_60-report,id15,45.64,0,112,7373,1.84,0.0654,22.3909,20.1896,20.0458,37.3736,0.6466,24.9331,23.9489,24.5625,26.7407,0.6893,5.1146,1.856,6.5699,12.3267,3.6412,2.883,7.7872,5.2171,11.6336,9.9723,28.1792,4.5769
62,A2_Imagene_65_Run_62-report,id15,27.04,0,69,7373,1.89,0.0672,22.9899,19.6928,19.6028,37.7145,0.6596,24.8669,24.0737,24.469,26.778,0.5279,3.8708,2.1512,4.8523,9.8542,2.8682,3.94,10.2038,4.2811,10.2264,7.5498,36.4611,3.4531
62,A2_Imagene_65_Run_62-report,id8,50.38,0,208,21601,0.13,0.069,19.9034,16.8936,16.5456,46.6574,0.6639,28.4133,27.2804,21.7516,23.6604,1.0296,9.5333,7.8848,14.0108,13.9701,6.3804,6.2555,3.9592,4.8978,18.8533,6.438,4.3042,5.4125
57,A2_Imagene_65_Run57-report,id15,27.38,0,86,7373,1.99,0.0655,22.2903,20.1951,20.1573,37.3572,0.6503,25.1875,23.6633,24.3684,26.9966,1.0569,7.1825,1.8331,10.0474,12.1658,4.8123,2.0248,5.4233,5.3858,11.36,13.4992,18.4258,7.437
57,A2_Imagene_65_Run57-report,id8,50.52,0,178,21601,0.13,0.0686,20.008,17.1349,16.4252,46.4319,0.6444,28.4339,27.2093,21.7507,23.7052,1.6898,11.6325,5.883,15.3184,15.0741,7.0084,3.8399,2.9242,5.2127,15.0414,9.7207,2.6796,7.3892
59,A3_Imagene_65_R59-report,id15,15.16,0,46,7373,1.89,0.0661,22.0043,19.6105,19.624,38.7612,0.665,25.1529,23.9223,24.2827,26.8406,0.6277,7.7446,7.025,4.897,9.1718,3.3256,3.7287,8.8016,3.9163,10.3761,6.3175,30.6616,3.7541
59,A3_Imagene_65_R59-report,id8,27.88,0,102,21601,0.26,0.0683,19.7044,17.042,16.3965,46.8571,0.6463,28.4992,27.1649,21.7515,23.6862,1.2684,8.4468,6.5618,12.9834,12.0564,5.9905,5.5609,3.6612,4.4816,16.3979,5.5137,12.6466,6.0089
60,A3_Imagene_65_Run_60-report,id15,68.32,0,197,7373,1.6,0.0653,22.4622,20.2096,19.8793,37.4459,0.639,25.0528,23.8363,24.5061,26.7974,0.7035,5.3612,1.8668,6.7275,12.3358,3.8412,2.8043,7.6336,5.3011,11.651,10.0221,27.4982,4.72
60,A3_Imagene_65_Run_60-report,id8,126.38,0,430,21601,0.03,0.0692,20.1952,16.9078,16.5745,46.3226,0.6453,28.467,27.2248,21.7781,23.6332,1.2847,10.2092,6.7685,13.6078,16.4451,6.7576,4.9286,3.2812,5.3913,17.2059,7.8662,3.5407,5.9036
62,A3_Imagene_65_Run_62-report,id8,52.45,0,210,21601,0.07,0.0695,19.854,17.1382,16.4448,46.563,0.6459,28.4096,27.243,21.7584,23.689,1.0756,9.6868,7.6883,13.933,14.6152,6.4125,5.9375,3.7205,4.8401,18.8173,6.5196,4.1591,5.5931
62,A3_Imagene_65_Run_62-report,id15,27.79,0,81,7373,1.87,0.066,22.2255,20.0297,18.8205,38.9243,0.6505,24.9484,23.8877,24.5435,26.8125,0.5409,4.3602,2.121,5.0481,10.2499,2.9479,3.6259,9.6579,4.2392,10.5874,7.5896,35.7371,3.5497
57,A3_Imagene_65_Run57-report,id15,26.88,0,79,7373,1.97,0.0666,22.3675,20.5885,20.0867,36.9573,0.6427,25.2409,23.8543,24.3806,26.7104,1.1125,7.5399,1.8865,10.2987,12.1246,4.8767,1.8942,5.2202,5.4153,11.33,13.3534,17.8483,7.8148
57,A3_Imagene_65_Run57-report,id8,50.44,0,188,21601,0.13,0.069,19.9168,16.9265,16.5869,46.5698,0.6292,28.5149,27.2728,21.7769,23.5537,1.7789,11.8733,5.8142,15.3926,15.2135,7.0903,3.642,2.7978,5.2098,14.8035,9.8329,2.5803,7.5091
59,A4_Imagene_75_R59-report,id8,28.21,0,102,21601,0.23,0.0702,19.9635,16.7416,16.6713,46.6236,0.6305,28.4866,27.0237,21.8318,23.7317,1.1346,8.4025,7.1235,13.1002,10.8256,5.6355,6.036,3.8841,4.2503,16.5336,5.1319,13.5272,5.7687
59,A4_Imagene_75_R59-report,id15,14.32,0,48,7373,2.05,0.0671,22.5806,19.1164,19.6494,38.6536,0.6273,24.978,23.9017,24.4445,26.8758,0.5506,7.1329,6.9089,4.7109,8.2457,2.5849,4.0146,10.107,3.2759,9.5648,5.5613,34.4641,3.1023
60,A4_Imagene_75_Run_60-report,id8,111.73,0,393,21601,0.02,0.0699,20.1172,17.0632,16.4943,46.3247,0.6364,28.4508,27.2537,21.7999,23.6,1.1293,9.9763,7.3572,13.9793,15.0591,6.3724,5.5748,3.6151,5.1225,17.8603,7.3539,3.9934,5.6146
60,A4_Imagene_75_Run_60-report,id15,55.85,0,153,7373,1.76,0.0651,22.253,20.1413,19.8417,37.764,0.6269,25.0736,23.7783,24.501,26.8451,0.6159,4.4602,1.9519,6.1203,11.6579,3.169,3.1744,8.4814,4.5003,11.0177,9.4153,31.7594,3.9603
62,A4_Imagene_75_Run_62-report,id15,20.37,0,53,7373,1.99,0.0651,22.9224,19.2719,19.4657,38.34,0.6467,25.1726,23.6461,24.7318,26.6263,0.487,3.6144,2.1961,4.586,9.1477,2.5224,4.0473,10.6657,3.4142,9.6997,6.965,39.7458,3.0022
62,A4_Imagene_75_Run_62-report,id8,42.41,0,147,21601,0.11,0.0698,20.0025,16.8831,16.2913,46.8215,0.6422,28.4711,27.213,21.8155,23.6004,0.9665,9.4486,8.2755,14.2995,13.2147,6.146,6.5437,4.0001,4.67,19.3818,6.1163,4.6056,5.2033
57,A4_Imagene_75_Run57-report,id8,56.33,0,211,21601,0.12,0.0698,20.1826,16.9322,16.4312,46.454,0.6224,28.4633,27.1972,21.7469,23.6953,1.5856,11.3044,6.0395,15.3904,14.9748,6.7129,4.0876,3.0201,5.1306,15.4743,9.6886,2.8726,7.0103
57,A4_Imagene_75_Run57-report,id15,28.41,0,71,7373,2.08,0.0668,22.6434,20.2689,19.3678,37.7199,0.6196,24.9375,23.7751,24.5256,26.9707,0.9761,6.5727,1.7581,9.8011,12.3695,4.4938,2.1325,5.8307,5.008,11.4872,13.4616,19.756,6.933
59,A5_Imagene_75_R59-report,id15,12.49,0,39,7373,2.1,0.0663,23.0428,20.3783,19.0954,37.4836,0.6479,25.0068,23.8048,24.668,26.7015,0.5919,7.3277,6.7488,4.9507,8.8439,2.857,4.0373,9.3554,3.4582,10.3449,5.8847,32.6865,3.1974
59,A5_Imagene_75_R59-report,id8,22.2,0,80,21601,0.28,0.0685,20.1573,16.7322,16.2572,46.8533,0.6384,28.4687,27.2338,21.759,23.6461,1.2026,8.387,6.7396,13.13,11.4906,5.6391,5.796,3.6999,4.338,16.4522,5.4344,13.2565,5.8533
60,A5_Imagene_75_Run_60-report,id15,54.17,0,147,7373,1.79,0.065,22.6052,20.2935,19.8273,37.2741,0.6394,25.1444,23.877,24.5278,26.6273,0.6659,4.8961,1.8632,6.5378,12.3668,3.3268,2.9363,7.944,4.7623,11.6731,9.8888,29.1195,4.4161
60,A5_Imagene_75_Run_60-report,id8,97.33,0,360,21601,0.06,0.069,20.1368,16.9759,16.3843,46.5017,0.6407,28.4366,27.2863,21.7906,23.5935,1.2035,9.9956,7.0069,13.8683,15.8192,6.4191,5.2444,3.4562,5.1865,17.7025,7.6952,3.7524,5.7196
62,A5_Imagene_75_Run_62-report,id15,27.83,0,72,7373,1.98,0.0675,22.4363,19.7651,19.6434,38.1553,0.6447,24.9818,23.9777,24.5289,26.6925,0.5125,3.9567,2.1857,4.6324,10.1613,2.5824,3.6581,10.1482,3.613,10.1913,7.6356,37.4257,3.4321
62,A5_Imagene_75_Run_62-report,id8,51.63,0,181,21601,0.11,0.0695,19.7575,16.7907,16.4142,47.0364,0.6494,28.4618,27.2953,21.7046,23.6584,1.0201,9.5139,7.9043,14.2322,13.9908,6.1554,6.174,3.8194,4.7237,19.149,6.4396,4.3905,5.395
57,A5_Imagene_75_Run57-report,id8,41.29,0,143,21601,0.16,0.0691,20.2004,16.9334,16.6551,46.211,0.6329,28.3838,27.3032,21.7128,23.7095,1.6802,11.4662,5.8968,15.4497,15.0605,6.7984,3.9061,2.9222,5.1486,15.2587,9.8631,2.6867,7.2426
57,A5_Imagene_75_Run57-report,id15,23.17,0,64,7373,1.94,0.0671,22.1601,20.6047,19.9668,37.2684,0.6242,25.1562,23.9032,24.5494,26.5614,1.0454,6.9135,1.8091,10.2396,12.2602,4.5638,2.1137,5.4403,5.1938,11.7676,13.481,18.5307,7.3037
59,A6_Imagene_75_R59-report,id8,29.59,0,93,21601,0.19,0.0664,20.42,16.9447,16.2617,46.3736,0.7279,28.3999,27.2972,21.7033,23.7085,1.1142,8.4988,7.0316,13.0418,11.0162,5.6879,6.0469,3.8643,4.2747,16.6559,5.2205,13.0851,5.8423
59,A6_Imagene_75_R59-report,id15,15.21,0,49,7373,1.95,0.065,22.6008,19.4516,19.791,38.1566,0.7321,25.2083,23.7916,24.5168,26.6642,0.5638,7.1358,7.3528,4.7014,8.8175,2.7313,3.9634,9.6264,3.3698,9.5564,5.929,33.1869,3.2764
60,A6_Imagene_75_Run_60-report,id15,49.21,0,124,7373,1.76,0.0648,22.516,19.9526,19.4239,38.1075,0.7325,25.1481,23.7934,24.3704,26.8928,0.6261,4.7045,1.9455,6.0061,12.3094,3.2903,3.0528,8.1894,4.784,11.5174,9.5254,30.2571,4.1545
60,A6_Imagene_75_Run_60-report,id8,97.47,0,338,21601,0.03,0.0672,20.0375,17.115,16.2333,46.6136,0.7275,28.4174,27.2624,21.7529,23.6693,1.1139,9.9298,7.3383,13.868,15.2348,6.4603,5.4958,3.597,5.1445,17.9122,7.2817,3.9516,5.6668
62,A6_Imagene_75_Run_62-report,id8,43.85,0,150,21601,0.12,0.0677,19.8584,16.8314,16.1544,47.1558,0.7289,28.3038,27.3161,21.713,23.7655,0.9426,9.4562,8.2367,14.2503,13.1578,6.1673,6.5432,3.9982,4.677,19.3273,6.1541,4.5751,5.335
62,A6_Imagene_75_Run_62-report,id15,21.46,0,57,7373,1.93,0.0635,22.0888,20.0781,19.5705,38.2626,0.7303,25.376,23.7765,24.2703,26.774,0.485,3.84,2.2026,4.3315,9.6318,2.2406,3.9208,10.4793,3.6089,9.8377,7.2304,39.17,3.1219
57,A6_Imagene_75_Run57-report,id15,23.31,0,64,7373,2.03,0.0637,22.6843,20.0364,19.6815,37.5978,0.7257,24.8967,23.9472,24.3995,26.9645,0.9667,6.9278,1.8103,9.7732,12.2357,4.3992,2.0954,5.6854,5.0978,11.3637,13.3478,19.7726,7.0779
57,A6_Imagene_75_Run57-report,id8,46.09,0,179,21601,0.13,0.0666,20.151,16.7529,16.7604,46.3357,0.7101,28.4528,27.2315,21.7415,23.6785,1.5359,11.3927,6.0775,15.4732,14.7987,6.7685,4.0979,3.0133,5.0305,15.4582,9.5521,2.8785,7.171
59,A7_Imagene_85_R59-report,id15,17.65,0,55,7373,2.02,0.065,22.2065,20.1342,19.4631,38.1962,0.6788,25.0201,23.9992,24.3237,26.8558,0.5582,6.8511,6.8944,4.6643,8.0645,2.9792,4.2083,10.016,3.8737,9.2751,5.8339,33.998,3.0238
59,A7_Imagene_85_R59-report,id8,32.44,0,117,21601,0.18,0.0684,19.9414,16.8495,16.4651,46.744,0.6859,28.4761,27.3167,21.7418,23.5873,1.1028,8.2625,7.1401,13.2082,10.5434,5.8231,6.1698,3.9703,4.535,16.5461,5.2103,13.184,5.6572
60,A7_Imagene_85_Run_60-report,id15,15.11,0,45,7373,2.12,0.0643,22.6622,20.0917,19.1886,38.0575,0.6908,25.3532,23.8139,24.3329,26.6863,0.62,4.4559,1.8928,5.8677,11.8323,3.5927,3.2083,8.5964,4.9985,10.9188,9.2799,31.151,3.925
60,A7_Imagene_85_Run_60-report,id8,28.5,0,105,21601,0.22,0.0679,19.8682,17.1152,16.349,46.6652,0.7073,28.4434,27.2488,21.7733,23.6381,1.1016,9.8988,7.3816,13.9844,14.4601,6.508,5.6946,3.7148,5.4225,17.8254,7.2855,4.038,5.6088
62,A7_Imagene_85_Run_62-report,id8,46.4,0,161,21601,0.13,0.0687,19.9249,17.0441,16.2041,46.8254,0.7021,28.4609,27.2498,21.762,23.6341,0.9231,9.3103,8.4622,14.3697,12.562,6.1987,6.8376,4.1998,4.8492,19.247,6.0684,4.7062,5.0718
62,A7_Imagene_85_Run_62-report,id15,23.91,0,67,7373,1.95,0.0648,22.0089,20.0803,19.9581,37.9527,0.7,25.0857,24.0248,24.3941,26.6769,0.4842,3.3382,2.2109,4.5321,9.2448,2.6196,4.1299,10.8355,3.689,9.4743,6.9261,39.9378,2.6831
57,A7_Imagene_85_Run57-report,id15,23.85,0,62,7373,1.95,0.0656,22.5686,19.9216,20.2873,37.2225,0.6866,25.1396,24.0162,24.3053,26.7259,0.9752,6.5223,1.7694,9.7429,12.1145,4.9132,2.1912,5.832,5.405,11.1815,13.3002,19.7884,6.8442
57,A7_Imagene_85_Run57-report,id8,44.47,0,156,21601,0.15,0.0689,19.9424,16.9355,16.7284,46.3922,0.6747,28.3782,27.288,21.7324,23.7048,1.5688,11.2764,6.0467,15.3522,14.7224,6.9958,4.1014,2.9894,5.3414,15.3645,9.5466,2.8478,7.12
59,A8_Imagene_85_R59-report,id8,32.93,0,107,21601,0.18,0.0666,20.0424,16.8618,16.224,46.8719,0.778,28.48,27.2488,21.781,23.597,1.0412,7.8834,7.3349,13.0191,9.0692,5.8572,6.5397,4.1725,4.6459,16.0857,4.9437,15.0766,5.3064
59,A8_Imagene_85_R59-report,id15,18.72,0,56,7373,2.02,0.0616,22.0446,20.0373,19.7689,38.1491,0.7852,24.9468,24.0451,24.5674,26.6117,0.5579,6.8398,7.1483,5.0498,7.6527,3.3484,4.4358,9.9858,4.1794,9.3168,5.7455,33.3914,2.6497
60,A8_Imagene_85_Run_60-report,id8,91.68,0,339,21601,0.03,0.0667,20.0379,17.0115,16.3622,46.5876,0.7466,28.3906,27.2588,21.783,23.6618,1.0698,9.8223,7.4045,14.0559,14.3813,6.3598,5.791,3.7599,5.5021,17.88,7.4376,4.08,5.3332
60,A8_Imagene_85_Run_60-report,id15,51.66,0,121,7373,1.8,0.0635,22.2792,19.8811,19.709,38.1308,0.7519,25.0904,23.9542,24.4568,26.6791,0.6253,4.2979,1.8695,6.3805,11.5512,3.6278,3.138,8.3687,5.1,11.2668,9.83,30.5171,3.8139
62,A8_Imagene_85_Run_62-report,id15,21.21,0,61,7373,1.98,0.0626,22.0669,20.3749,19.2503,38.308,0.7645,25.155,23.9506,24.379,26.6991,0.4886,2.9235,2.1511,4.8172,9.1094,2.9259,4.3661,10.5623,4.1892,9.7947,7.2418,38.9837,2.624
62,A8_Imagene_85_Run_62-report,id8,39.37,0,134,21601,0.12,0.0663,19.5322,17.1859,16.1451,47.1368,0.78,28.4351,27.1777,21.7977,23.6785,0.8739,9.0855,8.6017,14.6088,11.5808,6.1667,7.2041,4.5039,5.0555,19.3186,5.9853,4.9519,4.7559
57,A8_Imagene_85_Run57-report,id8,36.44,0,132,21601,0.12,0.0673,20.1229,16.8963,16.7656,46.2152,0.7363,28.3761,27.2531,21.7673,23.6971,1.528,11.3615,5.9904,15.4688,14.6628,6.6738,4.1363,3.0686,5.2837,15.4305,9.7944,2.8825,6.9142
57,A8_Imagene_85_Run57-report,id15,20.65,0,64,7373,2.02,0.0645,21.6696,20.3241,19.6718,38.3345,0.7207,25.1543,23.8274,24.3541,26.8667,0.9749,6.533,1.7018,9.9028,12.2566,4.533,2.1215,5.7912,5.1406,11.4257,13.6045,19.7535,6.8442
59,A9_Imagene_85_R59-report,id8,19.05,0,82,21601,0.27,0.0669,19.8058,17.1938,16.154,46.8464,0.7473,28.4567,27.3316,21.7501,23.5797,1.0862,8.1817,7.1086,12.8824,10.2131,5.7057,6.3116,4.0443,4.6583,16.3438,5.1915,13.8978,5.5519
59,A9_Imagene_85_R59-report,id15,10.72,0,37,7373,2.17,0.0646,22.2548,20.6721,19.3826,37.6905,0.7463,24.7669,23.7549,24.4933,27.2172,0.5623,7.0088,7.0044,4.9427,8.1559,3.3537,4.1526,9.7436,4.0966,9.5595,5.6214,33.2481,2.8226
60,A9_Imagene_85_Run_60-report,id15,30.07,0,89,7373,1.82,0.0657,22.8859,20.0379,19.4832,37.593,0.7417,25.1195,23.7857,24.3229,26.9864,0.63,4.5056,1.8575,6.4731,11.5397,3.6723,3.1407,8.3011,5.0514,11.4475,9.3798,30.291,4.1063
60,A9_Imagene_85_Run_60-report,id8,53.36,0,193,21601,0.12,0.0665,19.9609,16.754,16.1746,47.1092,0.7309,28.4181,27.2839,21.7481,23.6557,1.1073,10.0745,7.2737,13.7186,15.0128,6.4704,5.6017,3.6273,5.4648,17.6519,7.4658,3.913,5.5769
62,A9_Imagene_85_Run_62-report,id8,35.16,0,140,21601,0.19,0.0669,20.1895,16.8457,15.9566,47.0081,0.7342,28.4044,27.3446,21.7254,23.6407,0.9418,9.5159,8.2379,14.0406,13.1689,6.0166,6.5337,4.1248,4.7904,19.2097,6.4067,4.5954,5.1804
62,A9_Imagene_85_Run_62-report,id15,19.15,0,60,7373,1.95,0.0642,22.3853,19.8588,19.3954,38.3605,0.7462,25.1237,23.9899,24.2086,26.881,0.4915,3.5341,2.1931,4.7394,9.4278,2.5432,3.8592,10.4896,3.7605,10.1146,7.3589,38.6741,2.9897
57,A9_Imagene_85_Run57-report,id15,8.91,0,30,7373,2.29,0.0644,22.9462,20.4202,18.8149,37.8187,0.7016,25.1195,23.8714,24.4127,26.7904,1.0067,6.5768,1.7988,10.107,11.8088,4.8035,2.1429,5.7674,5.2617,11.6551,13.2214,19.4453,7.0445
57,A9_Imagene_85_Run57-report,id8,16.01,0,61,21601,0.34,0.0667,20.3934,16.6438,16.4595,46.5033,0.7049,28.3504,27.3892,21.7313,23.6423,1.6024,11.3915,5.9002,15.15,14.9114,6.7865,4.0061,3.0583,5.3157,15.2657,9.8999,2.804,7.1355
62,C1_Sugars_65_Run_62-report,id8,92.11,0,505,21601,0.02,0.0626,18.9896,17.2484,15.8114,47.9499,0.94,28.6922,26.9425,22.011,23.4299,0.825,8.4001,9.1739,14.1941,10.1893,5.1952,9.3863,6.3763,4.2321,19.9225,5.0876,5.3676,4.1703
62,C1_Sugars_65_Run_62-report,id15,73.33,0,289,7373,1.59,0.0598,21.5267,20.6424,18.6155,39.2154,0.9681,25.3945,23.7402,24.5704,26.4556,0.5461,1.9582,2.1018,4.3175,11.1996,1.9182,7.4349,12.7772,2.6436,11.668,6.033,36.3049,1.646
59,C1_Sugars_65_R59-report,id8,57.61,0,271,21601,0.09,0.0642,19.6097,17.3349,15.7654,47.2888,0.882,28.6108,27.011,21.9373,23.5183,0.9975,7.3174,7.7393,12.4574,9.17,4.9279,7.7304,5.2735,3.8067,17.1766,4.1219,15.2744,4.9844
59,C1_Sugars_65_R59-report,id15,50.72,0,173,7373,1.7,0.0614,21.4565,20.1211,19.2408,39.1816,0.9226,25.4099,23.6085,24.6249,26.5263,0.5987,5.429,6.4599,3.887,10.7193,2.1572,6.1991,11.3685,2.7465,11.5125,4.7851,32.8433,1.8849
60,C1_Sugars_65_Run_60-report,id8,83.33,0,354,21601,0.05,0.0649,19.4304,17.1206,16.0523,47.3959,0.8715,28.6967,26.9996,21.9376,23.4558,0.9655,9.1948,8.0611,13.8487,13.1038,5.432,7.1882,4.7986,4.803,19.5631,6.2449,4.7205,4.7292
60,C1_Sugars_65_Run_60-report,id15,69.47,0,216,7373,1.67,0.0609,21.5932,20.1489,19.3888,38.8659,0.8868,25.4024,23.7151,24.4431,26.6149,0.6404,3.1078,1.9909,5.234,13.7197,2.6182,4.6577,9.6739,3.7424,13.2765,8.1575,31.0604,2.7363
57,C1_Sugars_65_Run57-report,id8,110.01,0,419,21601,0.02,0.0649,19.8133,16.9988,16.2733,46.9147,0.8397,28.5981,27.0466,21.9198,23.5182,1.3113,10.6703,6.4317,15.3886,13.8941,5.8916,5.1295,3.706,5.0315,16.9636,8.9218,3.4263,6.1645
57,C1_Sugars_65_Run57-report,id15,93.43,0,278,7373,1.53,0.0613,21.6161,19.8764,19.1814,39.326,0.8684,25.3431,23.6877,24.4906,26.6588,0.89,4.9238,1.6977,8.7085,13.6379,3.8734,2.9445,6.7954,4.4833,12.6848,12.6245,22.0328,5.3886
59,C10_Trehalose_65_R59-report,id15,38.67,0,117,7373,1.64,0.061,22.2699,19.8576,19.417,38.4555,0.7889,25.3023,23.7068,24.5622,26.6034,0.6512,6.7938,7.2501,4.3504,11.2702,2.6701,5.1359,9.9264,3.0898,11.6892,5.3321,29.5004,2.9103
59,C10_Trehalose_65_R59-report,id8,72.24,0,283,21601,0.05,0.0657,19.6175,17.1343,16.4271,46.8212,0.7665,28.6679,27.0563,21.8466,23.5287,1.1688,7.9475,6.8863,12.4401,11.1105,5.3029,6.6024,4.4823,4.0743,16.9546,4.8225,13.9478,5.5443
60,C10_Trehalose_65_Run_60-report,id15,51.94,0,168,7373,1.59,0.0621,21.9882,20.1396,19.1301,38.7421,0.7841,25.3676,23.8272,24.3764,26.6035,0.7325,4.3656,1.9015,6.0699,14.4005,3.1626,4.0063,8.5707,4.4132,13.3224,9.1198,26.8176,3.801
60,C10_Trehalose_65_Run_60-report,id8,99.28,0,394,21601,0.03,0.066,19.5528,17.0262,16.0839,47.3364,0.7696,28.5664,27.0389,21.9166,23.555,1.1816,9.6629,7.044,13.3288,15.4961,5.9716,5.9934,4.1904,5.0827,18.3935,7.3148,3.8981,5.36
62,C10_Trehalose_65_Run_62-report,id15,24.83,0,80,7373,1.89,0.0634,22.3342,19.7131,19.5253,38.4274,0.8046,25.2631,23.8553,24.4324,26.6248,0.5941,2.9513,2.1343,4.2533,14.3009,2.0653,5.7752,11.0366,2.8172,13.5328,6.3063,32.3302,2.491
62,C10_Trehalose_65_Run_62-report,id8,49.72,0,205,21601,0.12,0.0661,19.7158,17.0747,16.1532,47.0564,0.7963,28.5423,27.1519,21.8624,23.5369,0.9838,8.6837,7.9869,13.2449,14.0154,5.4134,7.5856,5.1899,4.2798,20.5311,5.6697,4.5023,4.685
